doc_id,file_name,packet,document_type,ocr_needed,image_count,pages_ocr_attempted,pages_ocr_success,total_visual_ocr_text_length,total_visual_ocr_chunks,visual_ocr_json_path,combined_visual_ocr_text_path
DOC_8F85C09572BC,hershey_cocoa_for_good_strategy.pdf,cocoa_chocolate_cocoa_butter,pdf_document,True,1,1,1,7726,4,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_8F85C09572BC.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_8F85C09572BC.visual_ocr.txt
DOC_920988DD536E,Dairy-The-Hershey-Company-05-06-2026_02_22_PM.pdf,hershey_company,pdf_document,True,1,1,1,5789,3,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_920988DD536E.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_920988DD536E.visual_ocr.txt
DOC_9232C3E84540,usda_ams_dairy_monthly_averages_latest.pdf,dairy_milk_skim_milk_milk_fat,pdf_document,False,3,0,0,0,0,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_9232C3E84540.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_9232C3E84540.visual_ocr.txt
DOC_940D070C225C,bls_warehousing_storage_ppi_benchmark.pdf,logistics_distribution,pdf_document,True,1,1,1,1154,1,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_940D070C225C.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_940D070C225C.visual_ocr.txt
DOC_9C88D07C6DBF,usda_ams_advanced_class_prices_latest.pdf,dairy_milk_skim_milk_milk_fat,pdf_document,False,0,0,0,0,0,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_9C88D07C6DBF.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_9C88D07C6DBF.visual_ocr.txt
DOC_9F0DF6069C86,fda_pgpr_gras_notice_inventory_page.pdf,pgpr,pdf_document,False,4,0,0,0,0,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_9F0DF6069C86.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_9F0DF6069C86.visual_ocr.txt
DOC_A2C285FFEE37,pgpr_industry_supplier_function_reference.pdf,pgpr,pdf_document,True,1,1,1,5317,3,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_A2C285FFEE37.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_A2C285FFEE37.visual_ocr.txt
DOC_A5418FB79897,usda_ams_national_dairy_products_sales_report_latest.pdf,dairy_milk_skim_milk_milk_fat,pdf_document,False,4,0,0,0,0,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_A5418FB79897.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_A5418FB79897.visual_ocr.txt
DOC_A632502DE1F8,usda_soybean_soybean_oil_price_benchmark.pdf,soy_lecithin,pdf_document,True,1,1,1,3189,2,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_A632502DE1F8.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_A632502DE1F8.visual_ocr.txt
DOC_A6A693D3495F,pgpr_and_lecithin_chocolate_emulsifier_use.pdf,pgpr,pdf_document,True,1,1,1,1567,1,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_A6A693D3495F.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_A6A693D3495F.visual_ocr.txt
DOC_AB943BE3F9BC,hershey_company_logo.png,brand_logo_assets,image_or_logo,True,1,1,1,66,1,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_AB943BE3F9BC.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_AB943BE3F9BC.visual_ocr.txt
DOC_B28013FB1CA9,dairy_ingredients_in_chocolate_explanation.pdf,dairy_milk_skim_milk_milk_fat,pdf_document,True,1,1,1,18145,10,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_B28013FB1CA9.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_B28013FB1CA9.visual_ocr.txt
DOC_B3858C187B41,cocoa_beans_quality_requirements_processing_guide.pdf,cocoa_chocolate_cocoa_butter,pdf_document,True,1,1,1,102,1,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_B3858C187B41.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_B3858C187B41.visual_ocr.txt
DOC_B544BFB9CF00,soybean_to_soy_lecithin_processing_explanation.pdf,soy_lecithin,pdf_document,True,1,1,1,5199,3,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_B544BFB9CF00.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_B544BFB9CF00.visual_ocr.txt
DOC_B690BF25DADF,fema_flavor_ingredient_library_page.pdf,natural_flavor,pdf_document,False,0,0,0,0,0,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_B690BF25DADF.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_B690BF25DADF.visual_ocr.txt
DOC_BA82764C244F,land_o_lakes_community_impact_report.pdf,dairy_milk_skim_milk_milk_fat,pdf_document,True,1,1,1,2689,2,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_BA82764C244F.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_BA82764C244F.visual_ocr.txt
DOC_BCA0BB066D42,paperboard_packaging_market_overview_reference.pdf,packaging_wrapper,pdf_document,True,1,1,1,13977,8,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_BCA0BB066D42.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_BCA0BB066D42.visual_ocr.txt
DOC_BF1CF5E24E2A,034000002405_3.png,product_sku_1_55oz,image_or_logo,True,1,1,1,761,1,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_BF1CF5E24E2A.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_BF1CF5E24E2A.visual_ocr.txt
DOC_C035EBC878BA,soy_lecithin_industry_supplier_reference.pdf,soy_lecithin,pdf_document,True,1,1,1,2198,1,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_C035EBC878BA.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_C035EBC878BA.visual_ocr.txt
DOC_C041385635A5,milk_fat_butterfat_explanation.pdf,dairy_milk_skim_milk_milk_fat,pdf_document,True,1,1,1,6929,4,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_C041385635A5.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_C041385635A5.visual_ocr.txt
DOC_C1E296D7AAAC,trucking_rate_market_reference.pdf,logistics_distribution,pdf_document,True,1,1,1,1611,1,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_C1E296D7AAAC.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_C1E296D7AAAC.visual_ocr.txt
DOC_C2BD8E23F83C,asr_sustainable_supply_chain_page.pdf,sugar,pdf_document,True,1,1,1,2174,1,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_C2BD8E23F83C.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_C2BD8E23F83C.visual_ocr.txt
DOC_C341E0016B61,fda_lecithin_food_additive_or_gras_reference.pdf,soy_lecithin,pdf_document,True,1,1,1,3049,2,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_C341E0016B61.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_C341E0016B61.visual_ocr.txt
DOC_C5BF7969016D,hershey_pulp_paper_supplier_mill_list.pdf,packaging_wrapper,pdf_document,False,3,0,0,0,0,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_C5BF7969016D.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_C5BF7969016D.visual_ocr.txt
DOC_C5E013D8DC8A,fda_21_cfr_101_22_natural_flavor_definition.pdf,natural_flavor,pdf_document,True,9,9,9,21880,13,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_C5E013D8DC8A.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_C5E013D8DC8A.visual_ocr.txt
DOC_C87C22CB90A7,Cocoa-The-Hershey-Company-05-06-2026_02_25_PM.pdf,cocoa_chocolate_cocoa_butter,pdf_document,True,1,1,1,10256,6,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_C87C22CB90A7.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_C87C22CB90A7.visual_ocr.txt
DOC_CA4CD5A61616,hershey_2025_10k_full.pdf,hershey_company,pdf_document,True,30,30,30,90810,53,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_CA4CD5A61616.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_CA4CD5A61616.visual_ocr.txt
DOC_CD36102F0A4D,land_o_lakes_logo_asset.png,dairy_milk_skim_milk_milk_fat,image_or_logo,True,1,1,1,88,1,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_CD36102F0A4D.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_CD36102F0A4D.visual_ocr.txt
DOC_CF8C4A1F434C,hershey 1.55 oz page.pdf,product_sku_1_55oz,pdf_document,True,1,1,1,11675,6,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_CF8C4A1F434C.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_CF8C4A1F434C.visual_ocr.txt
DOC_D22719A8CDC8,flexible_packaging_market_overview_reference.pdf,packaging_wrapper,pdf_document,True,12,12,12,24523,15,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_D22719A8CDC8.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_D22719A8CDC8.visual_ocr.txt
DOC_D24FEC8E2E35,usda_ers_sugar_market_outlook_latest.pdf,sugar,pdf_document,True,1,1,1,2656,2,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_D24FEC8E2E35.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_D24FEC8E2E35.visual_ocr.txt
DOC_D7D512504DFA,hershey unwrapped.png,product_sku_1_55oz,image_or_logo,True,1,1,1,0,0,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_D7D512504DFA.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_D7D512504DFA.visual_ocr.txt
DOC_D9B23C06662B,land_o_lakes_home_page.pdf,dairy_milk_skim_milk_milk_fat,pdf_document,True,1,1,1,3539,2,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_D9B23C06662B.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_D9B23C06662B.visual_ocr.txt
DOC_DAEB12849174,fema_gras_program_page.pdf,natural_flavor,pdf_document,True,1,1,1,17381,10,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_DAEB12849174.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_DAEB12849174.visual_ocr.txt
DOC_DB66DBC968F9,asr_group_home_page.pdf,sugar,pdf_document,True,1,1,1,2355,2,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_DB66DBC968F9.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_DB66DBC968F9.visual_ocr.txt
DOC_DC5C9E72C77A,land_o_lakes_2025_annual_report.pdf,dairy_milk_skim_milk_milk_fat,pdf_document,True,5,5,5,10073,6,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_DC5C9E72C77A.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_DC5C9E72C77A.visual_ocr.txt
DOC_E2BE0206EF0C,usda_ams_class_iv_milk_price_reference.pdf,dairy_milk_skim_milk_milk_fat,pdf_document,True,2,2,2,2092,1,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_E2BE0206EF0C.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_E2BE0206EF0C.visual_ocr.txt
DOC_E2CBD160658D,usda_ers_sugar_outlook_latest_pdf.pdf,sugar,pdf_document,False,0,0,0,0,0,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_E2CBD160658D.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_E2CBD160658D.visual_ocr.txt
DOC_E37A29B6C990,barry_logo.svg,cocoa_chocolate_cocoa_butter,image_or_logo,False,0,0,0,0,0,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_E37A29B6C990.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_E37A29B6C990.visual_ocr.txt
DOC_E3E6C7C84910,milk_processing_separation_explanation.pdf,dairy_milk_skim_milk_milk_fat,pdf_document,False,0,0,0,0,0,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_E3E6C7C84910.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_E3E6C7C84910.visual_ocr.txt
DOC_E5889DB5914A,Sugar-The-Hershey-Company-05-06-2026_02_22_PM.pdf,sugar,pdf_document,True,1,1,1,6184,4,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_E5889DB5914A.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_E5889DB5914A.visual_ocr.txt
DOC_EBE512C33BCD,domino_sugar_asr_brand_page.pdf,sugar,pdf_document,True,1,1,1,1895,1,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_EBE512C33BCD.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_EBE512C33BCD.visual_ocr.txt
DOC_F0190DCF0884,natural_flavor_declaration_fda_definition_reference.pdf,natural_flavor,pdf_document,False,4,0,0,0,0,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_F0190DCF0884.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_F0190DCF0884.visual_ocr.txt
DOC_F203E734500B,PCU484484.xlsx,logistics_distribution,excel_workbook,False,0,0,0,0,0,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_F203E734500B.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_F203E734500B.visual_ocr.txt
DOC_F398FB109346,pgpr_function_in_chocolate_explanation.pdf,pgpr,pdf_document,True,1,1,1,16033,9,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_F398FB109346.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_F398FB109346.visual_ocr.txt
DOC_F89879677373,hershey_latest_esg_packaging_section.pdf,packaging_wrapper,pdf_document,True,1,1,1,71,1,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_F89879677373.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_F89879677373.visual_ocr.txt
DOC_F976C0BE2B9A,usda_fas_cote_divoire_cocoa_sector_overview_2025.pdf,cocoa_chocolate_cocoa_butter,pdf_document,False,0,0,0,0,0,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_F976C0BE2B9A.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_F976C0BE2B9A.visual_ocr.txt
DOC_FD5AB5AB5E8F,icco_cocoa_statistics_page.pdf,cocoa_chocolate_cocoa_butter,pdf_document,True,1,1,1,7299,4,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_FD5AB5AB5E8F.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_FD5AB5AB5E8F.visual_ocr.txt
DOC_FDA0D8F4DCE2,mclane_company_facts_reference.pdf,logistics_distribution,pdf_document,True,1,1,1,6933,4,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_FDA0D8F4DCE2.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_FDA0D8F4DCE2.visual_ocr.txt
DOC_FE10C8C34BF6,bls_ppi_packaging_materials_benchmark.pdf,packaging_wrapper,pdf_document,True,1,1,1,939,1,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_FE10C8C34BF6.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_FE10C8C34BF6.visual_ocr.txt
DOC_FEA243351909,alliance_sustainable_dairy_pa_page.pdf,dairy_milk_skim_milk_milk_fat,pdf_document,True,1,1,1,3328,2,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_FEA243351909.visual_ocr.json,D:/HersheySupplyChainAI/artifacts/02_visual_text/per_document/DOC_FEA243351909.visual_ocr.txt
