doc_id,file_name,packet,document_type,evidence_role,ai_input_mode,priority_score,selected_chunk_count,has_page_images,has_tables,needs_visual_review,level1_input_path
DOC_51C8BD35B96E,lecithin_emulsifier_chocolate_use.pdf,soy_lecithin,pdf_document,process_or_function_context,visual_priority,41,1,True,False,True,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_51C8BD35B96E.level1_input.json
DOC_2FB8D1A92FFF,soy_lecithin_function_in_chocolate_explanation.pdf,soy_lecithin,pdf_document,process_or_function_context,visual_priority,41,1,True,False,True,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_2FB8D1A92FFF.level1_input.json
DOC_B544BFB9CF00,soybean_to_soy_lecithin_processing_explanation.pdf,soy_lecithin,pdf_document,process_or_function_context,visual_priority,41,1,True,False,True,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_B544BFB9CF00.level1_input.json
DOC_9F0DF6069C86,fda_pgpr_gras_notice_inventory_page.pdf,pgpr,pdf_document,regulatory_definition,text_only,40,5,True,False,False,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_9F0DF6069C86.level1_input.json
DOC_101588EC345D,fda_pgpr_gras_response_letter.pdf,pgpr,pdf_document,regulatory_definition,text_only,40,5,True,False,False,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_101588EC345D.level1_input.json
DOC_BF1CF5E24E2A,034000002405_3.png,product_sku_1_55oz,image_or_logo,unknown,visual_asset_only,35,0,False,False,True,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_BF1CF5E24E2A.level1_input.json
DOC_FEA243351909,alliance_sustainable_dairy_pa_page.pdf,dairy_milk_skim_milk_milk_fat,pdf_document,unknown,visual_priority,31,1,True,False,True,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_FEA243351909.level1_input.json
DOC_E37A29B6C990,barry_logo.svg,cocoa_chocolate_cocoa_butter,image_or_logo,visual_asset,visual_asset_only,30,0,False,False,True,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_E37A29B6C990.level1_input.json
DOC_CD36102F0A4D,land_o_lakes_logo_asset.png,dairy_milk_skim_milk_milk_fat,image_or_logo,visual_asset,visual_asset_only,30,0,False,False,True,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_CD36102F0A4D.level1_input.json
DOC_0CCBAF9E6D49,ASR_Group_logo.svg,sugar,image_or_logo,visual_asset,visual_asset_only,30,0,False,False,True,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_0CCBAF9E6D49.level1_input.json
DOC_257C2CABB7C1,Group3-Tables-US-Sugar-Crop-Production-and-Sugar-Production-Deliveries-and-Stocks.csv,sugar,csv_table,unknown,table_summary_plus_text,29,4,False,True,False,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_257C2CABB7C1.level1_input.json
DOC_4ED7D04B1CB5,pswrgvwall.xls,logistics_distribution,excel_workbook,unknown,table_summary_plus_text,26,6,False,True,False,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_4ED7D04B1CB5.level1_input.json
DOC_3C7D40BBDFD0,mclane_logo_asset.png,logistics_distribution,image_or_logo,visual_asset,visual_asset_only,25,0,False,False,True,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_3C7D40BBDFD0.level1_input.json
DOC_B690BF25DADF,fema_flavor_ingredient_library_page.pdf,natural_flavor,pdf_document,unknown,text_only,22,7,False,False,False,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_B690BF25DADF.level1_input.json
DOC_F203E734500B,PCU484484.xlsx,logistics_distribution,excel_workbook,unknown,table_summary_plus_text,21,1,False,True,False,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_F203E734500B.level1_input.json
DOC_11A00D6495C0,PCU49314931.xlsx,logistics_distribution,excel_workbook,unknown,table_summary_plus_text,21,1,False,True,False,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_11A00D6495C0.level1_input.json
DOC_01971A613130,WPU09150336.csv,logistics_distribution,csv_table,unknown,table_summary_plus_text,21,1,False,True,False,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_01971A613130.level1_input.json
DOC_AB943BE3F9BC,hershey_company_logo.png,brand_logo_assets,image_or_logo,visual_asset,visual_asset_only,5,0,False,False,True,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_AB943BE3F9BC.level1_input.json
DOC_7AD7B5853282,Hersheyland-Explore-Hershey-Products.pdf,reference_only,pdf_document,reference_only,visual_priority,-29,1,True,False,True,D:/HersheySupplyChainAI/artifacts/02_document_artifacts/level1_inputs/DOC_7AD7B5853282.level1_input.json
